"species" "CH_status" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Acarospora veronensis" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Acarospora veronensis A.Massal." "SPECIES" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Acarospora verruciformis" NA 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Myriospora scabrida (Hedl. ex H.Magn.) K.Knudsen & Arcadia" "SPECIES" "Myriospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Acarospora versicolor" NA 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "pruinose" NA 0 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Acarospora versicolor Bagl. & Carestia" "SPECIES" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Acrocordia cavata" "NT" 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 1 1 0 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA "Acrocordia cavata (Ach.) R.C.Harris" "SPECIES" "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Acrocordia conoidea" "NE" 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 1 0 0 "present" "absent" 0 0 1 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.333333333333333 0.555555555555556 3 0.555555555555556 0.888888888888889 0.125 NA NA "Acrocordia conoidea (Fr.) Körb." "SPECIES" "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Acrocordia gemmata" "NT" 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 1 1 0 "present" "absent" 0 0 1 0 0 0 1 0 1 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.444444444444444 0.555555555555556 3 0.555555555555556 0.555555555555556 0.125 NA NA "Acrocordia gemmata (Ach.) A.Massal." "SPECIES" "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Acrocordia macrospora" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 1 0 0 "present" "absent" 0 0 1 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Acrocordia macrospora A.Massal." "SPECIES" "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Acrocordia salweyi" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 1 0 0 "present" "absent" 0 0 1 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Acrocordia salweyi (Leight. ex Nyl.) A.L.Sm." "SPECIES" "Acrocordia" "Monoblastiaceae" "Monoblastiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Adelolecia pilati" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Adelolecia pilati (Hepp) Hertel & Hafellner" "SPECIES" "Adelolecia" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia allobata" "LC" 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 NA "absent" 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" "absent" "absent, present" 0 0 1 0 1 1 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 8 NA 6 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.333333333333333 0.555555555555556 2 0.333333333333333 0.444444444444444 0.375 NA NA "Agonimia allobata (Stizenb.) P.James" "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia flabelliformis" NA 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Agonimia flabelliformis J.P.Halda, Czarnota & Guzow-Krzem." "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia gelatinosa" "DD" NA NA NA NA 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "absent" 8 1 0 0 0 0 1 0 0 0 0 0 0 "present" 0 1 NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Agonimia gelatinosa (Ach.) M.Brand & Diederich" "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia globulifera" NA 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 NA NA 0 0 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "absent" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 NA 12 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 1 NA NA NA NA NA NA NA NA "Agonimia globulifera M.Brand & Diederich" "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia octospora" "EN" NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "absent" 8 1 0 0 0 1 0 0 0 0 0 0 0 "present" 0 1 NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Agonimia octospora Coppins & P.James" "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia opuntiella" "DD" NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 NA "absent" 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent" "absent, present" 0 0 1 NA NA NA NA NA "absent" 2 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA "Agonimia opuntiella (Buschardt & Poelt) Vĕzda" "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia repleta" NA 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 NA NA 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "absent, present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 10 NA 7 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA "Agonimia repleta Czarnota & Coppins" "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia tristicula" "LC" 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "absent, present" NA 1 0 0 0 1 0 0 0 0 0 0 0 "present" 0 1 NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 1 1 1 1 0 0 0 1 NA NA NA NA NA NA NA NA "Agonimia tristicula (Nyl.) Zahlbr." "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Agonimia vouauxii" "DD" 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "absent, present" 2 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 0 0 1 NA NA NA NA NA NA NA NA "Agonimia vouauxii (B.de Lesd.) M.Brand & Diederich" "SPECIES" "Agonimia" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ainoa mooreana" NA 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 1 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Ainoa mooreana (Carroll) Lumbsch & I.Schmitt" "SPECIES" "Ainoa" "Baeomycetaceae" "Baeomycetales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Alectoria nigricans" "LC" NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA NA 1 1 1 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA "Gowardia nigricans (Ach.) Halonen, Myllys, Velmala & Hyvärinen" "SPECIES" "Gowardia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Alectoria ochroleuca" "LC" NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA NA 0 0 0 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 1 1 0 1 0 0 0 0 1 0 "E" 0 1 0 1 0 1 0 0 0 0.777777777777778 0 6 0.777777777777778 0.111111111111111 0.125 NA NA "Alectoria ochroleuca (Schrank) A.Massal." "SPECIES" "Alectoria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Alectoria sarmentosa" "NT" NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA "absent" 0 0 0 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent, present" "absent, present" 1 0 0 NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.666666666666667 0.222222222222222 3 0.888888888888889 0.333333333333333 0 NA NA "Alectoria sarmentosa (Ach.) Ach." "SPECIES" "Alectoria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Allantoparmelia alpicola" NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" NA 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Allantoparmelia alpicola (Th.Fr.) Essl." "SPECIES" "Allantoparmelia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Allocetraria madreporiformis" NA NA NA NA NA 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 "epruinose" NA 0 1 0 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Allocetraria madreporiformis (Ach.) Kärnefelt & A.Thell" "SPECIES" "Allocetraria" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amandinea coniops" NA 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" NA 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 0 1 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA "Amandinea coniops (Wahlenb.) M.Choisy ex Scheid. & H.Mayrhofer" "SPECIES" "Amandinea" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amandinea insperata" NA 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 0 0 0 "present" 8 0 0 0 1 0 0 0 0 1 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA "Orcularia insperata (Nyl.) Kalb & Giralt" "SPECIES" "Orcularia" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amandinea pelidna" NA 0 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 0 1 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Amandinea pelidna (Ach.) Fryday & Arcadia" "SPECIES" "Amandinea" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amandinea punctata" "LC" 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" NA 0 0 1 0 0 0 1 0 1 0 0 0 "present" 1 0 NA 1 NA 1 0 0 1 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 1 0 1 1 0 0.666666666666667 1 6 0.222222222222222 0.444444444444444 0.75 NA NA "Amandinea punctata (Hoffm.) Coppins & Scheid." "SPECIES" "Amandinea" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amygdalaria consentiens" NA 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent" "absent, present" 1 0 0 1 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 0 0 1 0 0 "present" "present" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Amygdalaria consentiens (Nyl.) Hertel, Brodo & Mas.Inoue" "SPECIES" "Amygdalaria" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amygdalaria panaeola" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent, present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "present" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Amygdalaria panaeola (Ach.) Hertel & Brodo" "SPECIES" "Amygdalaria" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amygdalaria pelobotryon" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 1 1 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 NA NA NA NA NA NA 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 0 0 1 0 0 "present" "present" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Amygdalaria pelobotryon (Wahlenb. ex Ach.) Norman" "SPECIES" "Amygdalaria" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Amylora cervinocuprea" NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 0 0 1 0 1 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Amylora cervinocuprea (Arnold) Rambold" "SPECIES" "Amylora" "Trapeliaceae" "Baeomycetales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
