"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "MISSING_ALL_TRAITS"
"Pterygoneurum lamellatum" "Pterygoneurum lamellatum (Lindb.) Jur." "SPECIES" "accepted" "Pterygoneurum lamellatum (Lindb.) Jur." "Pterygoneurum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 46808.6946527212 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "monoicous" "common" 6.7 6.85 2 10 0 524.08 0 0 0 0 0 "common" 0 0.54 14.68 0.04 2.26 2.36 15.04 0.12 0.2 1.72 1 0.44 0 0.28 0 0 0 0 0 0 0.04 0.16 5 1 8 5 4 0 7 4 8 4 9.35 670.8 140 620 1100 "NO"
"Pterygoneurum ovatum" "Pterygoneurum ovatum (Hedw.) Dixon" "SPECIES" "accepted" "Pterygoneurum ovatum (Hedw.) Dixon" "Pterygoneurum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "LC" "ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 748061.322414099 "acrocarpous" "turf" "annual_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 3.3 5.04 2 20 0 349.44 0 0 0 0 0 "occasional" 0 0 43 0 7 0 9 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 1 7 5 4 0 5 4 9 3 8.05 654.4 0 1095 2190 "NO"
"Pterygoneurum papillosum" "Pterygoneurum papillosum Oesau" "SPECIES" "accepted" "Pterygoneurum papillosum Oesau" "Pterygoneurum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19006.6247113383 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 7.364 5.92 10.0952 14.63 1 406.16 0 0 0 0 0 "rare" 0 1 9.6 0.12 0.94 0.44 2.4 0.08 0 0.48 1 0.08 0 0.08 0 0.08 0 0.04 0 0 0.04 0.12 4.28 1.88 7 4.52 4 0.52 7.8 4.32 7.12 3.88 10.05 813.6 50 125 200 "NO"
"Pterygoneurum sampaianum" "Pterygoneurum sampaianum (Guim.) Guim." "SPECIES" "accepted" "Pterygoneurum sampaianum (Guim.) Guim." "Pterygoneurum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA "No" "CR" "NT" NA 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12125.4219351362 "acrocarpous" "turf" "annual_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 3.3 6.92 1.4 45 0 383.4 0 0 0 0 0 "common" 0 2.92 50.0933333333333 0.16 2.82 3.12 23.94 0.72 0.9 5.44 1 1.2 0 17.32 0 7.36 0 0.44 0 0.04 0.08 0.48 3 1.12 8 4.04 4.44 0.12 8 5 9 0 15.65 368.2 0 725 1450 "NO"
"Pterygoneurum subsessile" "Pterygoneurum subsessile (Brid.) Jur." "SPECIES" "accepted" "Pterygoneurum subsessile (Brid.) Jur." "Pterygoneurum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 128960.17116878 "acrocarpous" "turf" "annual_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 3.3 2.71 5 41.5 0 469.88 0 0 0 0 0 "rare" 1 0 11 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 1 7 4 5 0.08 7 4 9 5 8.45 541.4 0 400 800 "NO"
"Ptilidium ciliare" "Ptilidium ciliare (L.) Hampe" "SPECIES" "accepted" "Ptilidium ciliare (L.) Hampe" "Ptilidium" "Ptilidiaceae" "Ptilidiales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 549200.556713093 "foliose" "turf" "longLived_shuttle" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 13.844 33.75 26.25 0 137.28 0 0 0 0 0 "common" 1 8 42 0 0 0 1 0 5 17 1 25 1 8 1 10 0 4 0 0 0 0 4 3 2 2 2 0 3 2 8 3 4.85 717 0 1450 2900 "NO"
"Ptilidium ciliare aggr." "Ptilidium ciliare (L.) Hampe" "AGGREGATE" "accepted" "Ptilidium ciliare (L.) Hampe" "Ptilidium" "Ptilidiaceae" "Ptilidiales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 678959.527524468 "foliose" "turf" "longLived_shuttle" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 13.72 33.75 26.25 0 104.44 0 0 0 0 0 "common" 1 8 42 0 0 0 1 0 5 17 1 25 1 8 1 10 0 4 0 0 0 0 4 3 2 2 2 0 3 2 8 3 4.85 717 0 1450 2900 "NO"
"Ptilidium pulcherrimum" "Ptilidium pulcherrimum (Weber) Vain." "SPECIES" "accepted" "Ptilidium pulcherrimum (Weber) Vain." "Ptilidium" "Ptilidiaceae" "Ptilidiales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 398401.35164257 "foliose" "turf" "shortLived_shuttle" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 10.024 25 26.25 0 120.56 0 0 0 0 0 "common" 1 1 6 0 0 0 0 0 1 4 1 7 1 102 1 100 0 2 0 0 0 0 5 3 2 2 3 0 3 3 7 2 5.45 709.1 800 1400 2000 "NO"
"Ptilium crista-castrensis" "Ptilium crista-castrensis (Hedw.) De Not." "SPECIES" "accepted" "Ptilium crista-castrensis (Hedw.) De Not." "Ptilium" "Hypnaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 478037.535798157 "pleurocarpous" "weft" "colonist" 0 "inclined" 1 1 0 "dioicous" "occasional" 6.7 50 102.5 11.5 0 351.36 0 0 0 0 0 "common" 1 12 100 0 0 3 9 1 1 4 1 48 1 1 1 18 0 1 0 0 0 0 6 3 3 2 3 0 3 3 4 2 4.65 711.1 0 1100 2200 "NO"
"Ptychodium plicatum" "Ptychodium plicatum (Schleich. ex F.Weber & D.Mohr) Schimp." "SPECIES" "synonym" "Lescuraea plicata (Schleich. ex F.Weber & D.Mohr) Lindb." "Lescuraea" "Leskeaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 121340.024176197 "pleurocarpous" "mat" "colonist" 0 "inclined" 1 1 0 "dioicous" "occasional" 6.7 20.04 95 17.25 0 697.76 0 0 0 0 0 "common" 1 6 201 0 16 5 142 3 3 20 1 9 0 9 0 3 0 0 0 0 0 0 4 3 8 5 3 0 1 2 8 2 4.65 894.3 440 1670 2900 "NO"
"Ptychomitrium incurvum" "Ptychomitrium incurvum (Schwägr.) Spruce" "SPECIES" "accepted" "Ptychomitrium incurvum (Schwägr.) Spruce" "Ptychomitrium" "Ptychomitriaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "CR" NA 1 0 NA NA 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 283934.606594532 "acrocarpous" "turf" "colonist" 1 "erect" 1 1 0 "monoicous" "common" 6.7 5.49 2.9 12 1 202.64 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 3 0 0 1 0 1 0 0 0 0 0 0 0 3 2 1 2.4 3.44 0.08 9 4 5 4 7.55 1443.1 200 400 600 "NO"
"Ptychomitrium nigrescens" "Ptychomitrium nigrescens (Kunze) Wijk & Margad." "SPECIES" "accepted" "Ptychomitrium nigrescens (Kunze) Wijk & Margad." "Ptychomitrium" "Ptychomitriaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2782.35291869569 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "monoicous" "common" 6.7 4.19 12 15 1 409.08 0 0 0 0 0 "common" 1 0.44 6.96 0.24 0.87 1.4 8.72 0.32 0.16 1.76 0 0.44 0 0.2 0 0.4 0 0.04 0 0 0 0.4 2.84 1.4 6.88 4.32 3.96 0 8.12 4.36 7.88 4.2 17.05 578.25 10 705 1400 "NO"
"Ptychomitrium polyphyllum" "Ptychomitrium polyphyllum (Dicks.) Bruch & Schimp." "SPECIES" "accepted" "Ptychomitrium polyphyllum (Dicks.) Bruch & Schimp." "Ptychomitrium" "Ptychomitriaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "Yes" "LC" "LC" "REGIONALLY_EXTINCT" 1 0 NA NA 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1667323.05502637 "acrocarpous" "cushion" "colonist" 0 "erect" 1 1 0 "monoicous" "occasional" 6.7 7 40 12 0 155.6 0 0 0 0 0 "common" 1 0 0 0 0 1 2 2 2 34 1 1 0 2 0 0 0 0 0 0 0 0 3 2 2 2 4 0 5 4 7 3 10.15 954.4 0 1050 2100 "NO"
"Ptychostomum arcticum" "Ptychostomum arcticum (R.Br.) J.R.Spence" "SPECIES" "accepted" "Ptychostomum arcticum (R.Br.) J.R.Spence" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "NT" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 682663.561822078 "acrocarpous" "turf" "shortLived_shuttle" 0 "inclined_to_pendulous" 1 1 0 "monoicous" "common" 6.7 12.96 5 20 0 376 0 0 0 0 0 "common" 0 0 7 0 2 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 6 3 7 5 3.28 0 1 2 6 4 0.75 771.7 0 1500 3000 "NO"
"Ptychostomum bornholmense" "Ptychostomum bornholmense (Wink. & R.Ruthe) Holyoak & N.Pedersen" "SPECIES" "synonym" "Rosulabryum bornholmense (Wink. & R.Ruthe) J.R.Spence" "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1808684.59247365 "acrocarpous" "turf" "colonist" 0 "inclined_to_pendulous" 1 1 0 "both" "occasional" 3.3 12.32 15 12 1 267.64 0 1 0 0 0 "common" 0 5.56 54.44 0.04 1.76 0.44 4.8 1.54 0.8 5.6 1 1.9 0 0.92 0 1.88 0 0 0 0.12 0.16 0.24 4 2.72 0 2.8 2 0 5 3.76 5 3.16 9.55 827.2 0 267.5 535 "NO"
"Ptychostomum capillare" "Ptychostomum capillare (Hedw.) Holyoak & N.Pedersen" "SPECIES" "synonym" "Rosulabryum capillare (Hedw.) J.R.Spence" "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 595239.027182571 "acrocarpous" "turf" "colonist" 1 "inclined_to_pendulous" 1 1 0 "dioicous" "common" 6.7 12.88 36.67 13.5 1 370.72 1 1 0 0 0 "common" 1 2 220.5 0 6 4 45 1 2 57 1 0 1 37 1 72 0 0 0 0 0 0 5 3 6 4 5.28 0 0 3 5 3 5.55 711.3 0 1350 2700 "NO"
"Ptychostomum cernuum" "Ptychostomum cernuum (Hedw.) Hornsch." "SPECIES" "accepted" "Ptychostomum cernuum (Hedw.) Hornsch." "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" "CR (PE)" "EN" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 459333.770011656 "acrocarpous" "turf" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 18.52 30 22 0 691.96 0 0 0 0 0 "rare" 1 9.16 17.64 0.12 1.4 2.04 2.44 0.44 1 0.44 1 1.88 0 0.28 0 0.48 0 0 0 0 0 0.04 7 4 7 4 4 0 2 2.92 9 4 8.05 719.5 0 150 300 "NO"
"Ptychostomum compactum" "Ptychostomum compactum Hornsch." "SPECIES" "accepted" "Ptychostomum compactum Hornsch." "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 834839.027891251 "acrocarpous" "turf" "shortLived_shuttle" 0 "inclined_to_pendulous" 1 1 0 "both" "common" 6.7 12.24 15 22 0 503.8 0 0 0 0 0 "common" 1 0 15 0 3 0 1 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 6 3 8 4 3 1 1 2.16 9 4 5.85 727.3 0 1445 2890 "NO"
"Ptychostomum creberrimum" "Ptychostomum creberrimum (Taylor) J.R.Spence & H.P.Ramsay" "SPECIES" "accepted" "Ptychostomum creberrimum (Taylor) J.R.Spence & H.P.Ramsay" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 835509.940064012 "acrocarpous" "turf" "colonist" 0 "inclined_to_pendulous" 1 1 0 "monoicous" "common" 6.7 20.36 29.17 15 0 391.92 0 0 0 0 0 "common" 1 6 29 0 8 0 25 2 0 0 1 0 1 0 1 3 0 0 0 0 0 0 0 4 7 5 4 0 0 3 6 3 4.85 715.4 5 1502.5 3000 "NO"
"Ptychostomum cyclophyllum" "Ptychostomum cyclophyllum (Schwägr.) J.R.Spence" "SPECIES" "accepted" "Ptychostomum cyclophyllum (Schwägr.) J.R.Spence" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" "RE" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 757566.838301929 "acrocarpous" "mat" "shortLived_shuttle" 0 "pendulous" 1 1 0 "dioicous" "common" 6.7 15.96 80 30 1 378.32 1 0 0 0 0 "common" 0 23.78 33.48 0.16 1.12 2.6 1.56 3.24 4.88 2.6 1 8.16 0 0.44 0 0.66 0 0.08 0 0.04 0.08 0.22 8 5 1 3 4 0 2 3 9 4 2.05 751.2 75 1037.5 2000 "NO"
"Ptychostomum demissum" "Ptychostomum demissum (Hook.) Holyoak & N.Pedersen" "SPECIES" "synonym" "Plagiobryum demissum (Hook.) Lindb." "Plagiobryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "EN" "EN" "DATA_DEFICIENT" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 203787.15371145 "acrocarpous" "turf" "shortLived_shuttle" 0 "inclined_to_pendulous" 1 1 0 "dioicous" "occasional" 6.7 9.62 12.5 26.25 0 334.32 0 0 0 0 0 "common" 1 1 24 0 1 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 6 2 8 3.96 3.28 0 1 1 5 4 1.55 1397.7 10 1505 3000 "NO"
"Ptychostomum donianum" "Ptychostomum donianum (Grev.) Holyoak & N.Pedersen" "SPECIES" "synonym" "Rosulabryum donianum (Grev.) Ochyra" "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 645468.945059866 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 9.4 8.75 13 0 185.44 0 0 0 0 0 "common" 1 0.92 6.8 0 0.28 0.4 1.88 0.4 0.12 3.52 1 0.32 0 0.64 0 0.24 0 0 0 0 0 0 4 2.64 0 3.16 3.64 0 6 4.08 4 3.16 11.85 850.1 0 600 1200 "NO"
"Ptychostomum imbricatulum" "Ptychostomum imbricatulum (Müll.Hal.) Holyoak & N.Pedersen" "SPECIES" "synonym" "Gemmabryum caespiticium (Hedw.) J.R.Spence" "Gemmabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1532692.58382132 "acrocarpous" "turf" "colonist" 0 "pendulous" 1 1 0 "dioicous" "common" 6.7 16.6 29.17 12 1 500.28 0 1 0 0 0 "common" 1 3 22.5 1 5.5 0 9 3 2 1 1 2 1 0 1 2 0 0 0 0 0 0 0 2 0 4 4 0 0 2.28 0 4 5.65 710.9 0 1725 3450 "NO"
"Ptychostomum inclinatum" "Ptychostomum inclinatum (Sw. ex Brid.) J.R.Spence" "SPECIES" "accepted" "Ptychostomum inclinatum (Sw. ex Brid.) J.R.Spence" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 673614.881538296 "acrocarpous" "turf" "shortLived_shuttle" 0 "inclined_to_pendulous" 1 1 0 "monoicous" "common" 6.7 16.08 10 16 0 310.4 0 0 0 0 0 "common" 1 5.4 46.12 0.12 4.08 2.92 20.62 2.56 2.08 5.56 1 3.42 0 4.04 1 5.44 0 0 0 0.04 0.08 0.16 5.24 3.04 7 4.32 3 0 1.48 2.04 8 3.44 4.25 716.1 0 1500 3000 "NO"
"Ptychostomum longisetum" "Ptychostomum longisetum (Blandow ex Schwägr.) J.R.Spence" "SPECIES" "accepted" "Ptychostomum longisetum (Blandow ex Schwägr.) J.R.Spence" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "CR" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 730261.153457291 "acrocarpous" "turf" "shortLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 6.7 9.66 15 45 0 386.64 0 0 0 0 0 "common" 0 6.46 20.64 0.2 1 1.56 2.68 1.96 3.96 2.88 1 2.84 0 0.28 0 0.88 0 0.04 0 0.12 0.08 0.16 8 3.76 1 2.6 2 1.52 2 2.04 8 3.84 0.75 802.7 0 0 0 "NO"
"Ptychostomum moravicum" "Ptychostomum moravicum (Podp.) Ros & Mazimpaka" "SPECIES" "synonym" "Rosulabryum moravicum (Podp.) Ochyra & Stebel" "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 658222.718415535 "acrocarpous" "turf" "colonist" 1 "inclined_to_pendulous" 1 1 0 "dioicous" "common" 6.7 15.32 40 9 1 781.28 1 1 0 0 0 "common" 1 5 161 0 8 7 84 2 2 87 1 8 1 278 1 105 0 0 0 0 0 2 5 3 6 3 5.48 0 5 3 5 2 6.05 703.7 0 1285 2570 "NO"
"Ptychostomum pallens" "Ptychostomum pallens (Sw.) J.R.Spence" "SPECIES" "accepted" "Ptychostomum pallens (Sw.) J.R.Spence" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 722345.822629297 "acrocarpous" "turf" "shortLived_shuttle" 0 "inclined_to_pendulous" 1 1 0 "dioicous" "occasional" 6.7 18.32 60 18.5 1 503.44 1 0 0 1 0 "common" 1 26.02 87.94 0.36 5.7 9.8 26.88 3.8 9.28 6.76 1 9.86 0 0.92 0 2.08 0 0.08 0 0.04 0.16 0.4 7 3.92 7 3.84 4 0 3 2.44 7 3.2 5.35 714.6 0 1450 2900 "NO"
"Ptychostomum pallescens" "Ptychostomum pallescens (Schleich. ex Schwägr.) J.R.Spence" "SPECIES" "accepted" "Ptychostomum pallescens (Schleich. ex Schwägr.) J.R.Spence" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 460564.921429867 "acrocarpous" "turf" "colonist" 0 "inclined_to_pendulous" 1 1 0 "monoicous" "common" 6.7 23.6 45 18.5 0 726.96 0 0 0 0 0 "rare" 1 15 75 0 12 10 28 15 15 12 1 11 0 0 1 1 0 0 0 1 1 1 4 3 7 4 3 0 0 2 7 3 5.45 710.6 0 1635 3270 "NO"
"Ptychostomum pseudotriquetrum" "Ptychostomum pseudotriquetrum (Hedw.) J.R.Spence & H.P.Ramsay ex Holyoak & N.Pedersen" "SPECIES" "accepted" "Ptychostomum pseudotriquetrum (Hedw.) J.R.Spence & H.P.Ramsay ex Holyoak & N.Pedersen" "Ptychostomum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 513382.804393234 "acrocarpous" "turf" "perennial" 0 "inclined_to_pendulous" 1 1 0 "both" "occasional" 16.7 36 77.5 15 1 497 1 0 0 0 0 "rare" 1 200 131 10 18 37 13 13 48 3 1 40 0 1 0 4 0 0 0 0 3 3 7 5 7 4 4.48 0 0 0 7 3 5.65 710.7 0 1650 3300 "NO"
"Ptychostomum rubens" "Ptychostomum rubens (Mitt.) Holyoak & N.Pedersen" "SPECIES" "synonym" "Rosulabryum rubens (Mitt.) J.R.Spence" "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1311320.73781487 "acrocarpous" "turf" "colonist" 0 "inclined_to_pendulous" 1 1 0 "dioicous" "occasional" 3.3 12.86 11.17 9 1 250 1 1 0 0 0 "common" 1 21 585 0 2 0 5 2 0 2 1 2 0 0 1 2 0 0 0 1 0 0 5 3 0 4 5 0 6 4 8 4 6.75 702.8 0 1060 2120 "NO"
"Ptychostomum torquescens" "Ptychostomum torquescens (Bruch & Schimp.) Ros & Mazimpaka" "SPECIES" "synonym" "Rosulabryum torquescens (Bruch & Schimp.) J.R.Spence" "Rosulabryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 317137.637617609 "acrocarpous" "turf" "longLived_shuttle" 0 "inclined_to_pendulous" 1 1 0 "both" "common" 16.7 6.37 20 13 1 422.24 1 1 0 0 0 "common" 1 1.24 34.4 0.12 2.94 1.36 15.58 0.58 0.44 2.86 1 0.68 0 0.6 0 1.16 0 0 0 0.08 0.04 0.48 3 2.56 7 4.32 3 0 6 4.04 8 3.84 10.65 790.9 5 737.5 1470 "NO"
"Ptychostomum zieri" "Ptychostomum zieri (Dicks. ex Hedw.) Holyoak & N.Pedersen" "SPECIES" "synonym" "Plagiobryum zieri (Dicks. ex Hedw.) Lindb." "Plagiobryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "NT" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 365818.057308139 "acrocarpous" "turf" "longLived_shuttle" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 8.984 17.5 35.5 0 664.48 0 0 0 0 0 "common" 1 0 7 0 2 12 9 1 8 5 1 3 0 0 0 0 0 0 0 0 0 0 7 4 8 4.56 3 0 1 3 4 1 3.05 846.7 30 1455 2880 "NO"
